Timestamp (micros),Sensor1 (mV),Sensor2 (mV)
6036, 0, 0
608383708, 0, 0
608401388, 64, 0
601, 1
608295320, 0, 1
608312988, 0, 0
608330660, 0, 0
608348352, 1, 0
608366036, 0, 0
608383708, 0, 0
608401388, 64, 0
6051612, 10404, 9025
53864, 9216, 3364
56088, 529, 196
58224, 100, 100
61724, 225, 441
79388, 361, 100
97068, 36, 49
112672, 361, 100
131404, 49, 9
146996, 49, 36
163636, 9, 16
179240, 49, 36
195876, 400, 9
212524, 1, 4
227072, 9, 16
242668, 16, 9
258284, 1, 1
272832, 1, 16
288424, 1, 0
303000, 0, 4
317564, 4, 4
332112, 25, 4
347704, 16, 4
363312, 1, 0
377880, 9, 1
392432, 81, 0
408028, 9, 0
422596, 9, 4
437152, 16, 9
452760, 0, 0
467316, 1, 0
481868, 36, 9
497472, 81, 4
513076, 144, 9
529712, 49, 16
546348, 4, 0
560908, 0, 1
575468, 0, 0
590036, 9, 1
604588, 0, 0
619144, 1, 0
633716, 4, 0
648288, 4, 0
662840, 16, 4
678444, 25, 4
694036, 36, 1
709624, 9, 0
724196, 16, 1
739796, 144, 1
756428, 49, 0
772036, 1, 4
786608, 36, 4
802192, 4, 0
816752, 16, 9
832352, 64, 0
847960, 1, 16
863560, 1, 0
878120, 0, 4
892672, 121, 1
909320, 784, 36
927000, 400, 49
944688, 9, 0
959232, 81, 36
975884, 36, 1
991484, 9, 4
1006036, 25, 9
1022668, 36, 4
1039308, 0, 1
1054924, 225, 1
1072588, 225, 36
1091312, 64, 0
1107940, 9, 16
1124608, 144, 1
1142276, 361, 4
1159960, 289, 9
1177644, 169, 1
1195320, 9, 0
1210924, 1, 0
1226520, 1, 0
1242108, 0, 9
1257724, 16, 25
1275392, 49, 0
1292024, 625, 49
1310748, 841, 36
1329472, 1089, 9
1348188, 576, 1
1365872, 400, 49
1384596, 3025, 16
1404344, 5929, 1089
1426188, 1521, 324
1447000, 100, 1
1464684, 196, 49
1483384, 49, 64
1501048, 11025, 144
1522904, 9025, 400
1543696, 20449, 81
1564512, 0, 3600
1583216, 0, 3249
1601948, 9, 169
1619628, 49, 0
1636248, 10201, 169
1658112, 11236, 0
1677856, 36, 169
1696576, 10000, 36
1717392, 1225, 100
1738176, 16384, 25
1758980, 5329, 100
1779800, 1764, 0
1798532, 3136, 196
1819304, 7225, 441
1840092, 5329, 256
1860900, 1936, 64
1880656, 10609, 9
1900440, 676, 9
1918112, 11881, 225
1939932, 13456, 100
1961784, 5184, 144
1982584, 2809, 441
2003388, 196, 256
2023144, 1444, 4
2041852, 3721, 9
2060580, 256, 169
2080336, 12321, 900
2102184, 100, 1600
2122992, 7921, 64
2142752, 3969, 1
2161448, 4096, 289
2182268, 784, 49
2200996, 121, 4
2218672, 225, 361
2238424, 324, 225
2258188, 64, 144
2276908, 3969, 16
2296668, 1089, 121
2317464, 21025, 64
2338268, 3600, 225
2359072, 196, 0
2376744, 529, 9
2394424, 25, 16
2412108, 6889, 49
2431872, 5776, 225
2452664, 1681, 4
2471380, 0, 0
2486980, 900, 36
2505696, 100, 36
2524408, 25281, 484
2546268, 17408, 3249
2569128, 30625, 2809
2592036, 676, 16
2610748, 169, 25
2629480, 324, 9
2647152, 3025, 676
2667940, 7225, 784
2688744, 2304, 64
2708524, 256, 4
2726204, 64, 1
2742824, 2304, 16
2762580, 2209, 9
2781312, 16, 16
2798988, 0, 81
2815620, 1600, 9
2834332, 10404, 64
2855152, 1764, 64
2874908, 2209, 121
2895716, 169, 121
2915472, 1225, 36
2935228, 3136, 1
2953944, 4900, 9
2972652, 144, 121
2992420, 11664, 121
3014248, 25921, 1444
3037128, 32041, 1156
3060028, 26569, 1369
3082904, 2916, 400
3103692, 0, 2304
3122424, 1545, 4761
3144260, 0, 1681
3162984, 0, 3721
3181700, 0, 4624
3200436, 1764, 225
3221232, 25, 49
3238900, 6724, 576
3259700, 4096, 676
3280508, 6400, 225
3301296, 11664, 441
3323152, 5776, 64
3342896, 0, 676
3360584, 8100, 529
3381404, 3721, 16
3401140, 9801, 441
3421948, 4, 361
3439612, 7569, 144
3460432, 6241, 289
3481216, 14161, 16
3502000, 20164, 676
3523864, 324, 576
3543620, 7396, 36
3563372, 0, 1521
3582100, 6561, 3025
3603952, 961, 225
3623688, 529, 0
3641384, 4096, 1936
3663232, 6084, 9
3681936, 29584, 1764
3704824, 4624, 0
3723556, 36, 81
3741212, 2304, 784
3762020, 11025, 324
3783876, 1089, 1
3802588, 6084, 9
3821292, 17161, 400
3843144, 5776, 1444
3864984, 2916, 196
3885780, 10609, 16
3906596, 1849, 576
3927384, 484, 9
3945068, 1156, 225
3965848, 4761, 121
