Timestamp,Sensor1,Sensor2
18:01:23,
18:01:23,0, 144
18:01:23,0, 0
18:01:23,81, 0
18:01:23,0, 81
18:01:23,0, 256
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 121
18:01:23,0, 0
18:01:23,0, 64
18:01:23,0, 100
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,10406
18:01:23,0, 400
18:01:23,0, 144
18:01:23,0, 0
18:01:23,81, 0
18:01:23,0, 81
18:01:23,0, 256
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 121
18:01:23,0, 0
18:01:23,0, 64
18:01:23,0, 100
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,104010816, 8464
18:01:23,9216, 3481
18:01:23,121, 0
18:01:23,196, 225
18:01:23,0, 961
18:01:23,400, 0
18:01:23,2025, 121
18:01:23,0, 676
18:01:23,1156, 0
18:01:23,5184, 400
18:01:23,11025, 625
18:01:23,29929, 484
18:01:23,17161, 196
18:01:23,324, 841
18:01:23,7396, 0
18:01:23,31684, 324
18:01:23,0, 900
18:01:23,27489, 1369
18:01:23,0, 4489
18:01:23,30564, 5929
18:01:23,12864, 3136
18:01:23,4096, 1849
18:01:23,0, 0
18:01:23,0, 2704
18:01:23,22201, 1156
18:01:23,19044, 196
18:01:23,3108, 2401
18:01:23,6288, 5041
18:01:23,9216, 1156
18:01:23,14161, 0
18:01:23,1545, 400
18:01:23,0, 2916
18:01:23,0, 2025
18:01:23,24025, 484
18:01:23,6241, 400
18:01:23,784, 0
18:01:23,225, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 64
18:01:23,0, 0
18:01:23,0, 169
18:01:23,0, 100
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 81
18:01:23,0, 121
18:01:23,5041, 81
18:01:23,26896, 484
18:01:23,21609, 1024
18:01:23,4096, 676
18:01:23,6400, 400
18:01:23,0, 0
18:01:23,0, 1296
18:01:23,25281, 441
18:01:23,14641, 0
18:01:23,0, 441
18:01:23,0, 2304
18:01:23,0, 2209
18:01:23,22201, 1024
18:01:23,12321, 484
18:01:23,0, 676
18:01:23,0, 3600
18:01:23,29945, 5329
18:01:23,0, 3600
18:01:23,26273, 5625
18:01:23,27225, 4761
18:01:23,5184, 361
18:01:23,0, 576
18:01:23,0, 676
18:01:23,0, 841
18:01:23,18496, 900
18:01:23,6400, 0
18:01:23,7056, 0
18:01:23,3249, 256
18:01:23,1764, 0
18:01:23,196, 144
18:01:23,64, 64
18:01:23,441, 225
18:01:23,625, 81
18:01:23,64, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 100
18:01:23,0, 121
18:01:23,0, 0
18:01:23,0, 100
18:01:23,0, 400
18:01:23,0, 576
18:01:23,0, 324
18:01:23,0, 0
18:01:23,0, 0
18:01:23,0, 0
18:01:23,2116, 64
18:01:23,9409, 256
18:01:23,12544, 256
18:01:23,14641, 361
18:01:23,0, 676
18:01:24,10201, 0
18:01:24,4096, 144
18:01:24,11664, 0
18:01:24,0, 841
18:01:24,0, 2116
18:01:24,17161, 225
18:01:24,17689, 121
18:01:24,0, 2401
18:01:24,11193, 2809
18:01:24,0, 2500
18:01:24,0, 3481
18:01:24,0, 2025
18:01:24,0, 1225
18:01:24,0, 2116
18:01:24,19881, 1444
18:01:24,7569, 361
18:01:24,441, 289
18:01:24,361, 225
18:01:24,576, 0
18:01:24,729, 0
18:01:24,324, 0
18:01:24,3249, 121
18:01:24,1024, 0
18:01:24,0, 169
18:01:24,0, 196
18:01:24,81, 225
18:01:24,100, 324
18:01:24,121, 169
18:01:24,3600, 0
18:01:24,14884, 144
18:01:24,13924, 361
18:01:24,5041, 196
18:01:24,441, 64
18:01:24,81, 64
18:01:24,441, 0
18:01:24,3025, 0
18:01:24,4225, 0
18:01:24,6400, 0
18:01:24,10201, 100
18:01:24,17956, 289
18:01:24,18769, 676
18:01:24,11236, 1296
18:01:24,0, 625
18:01:24,11025, 0
18:01:24,11664, 144
18:01:24,11449, 81
18:01:24,8100, 529
18:01:24,8836, 784
18:01:24,15129, 841
18:01:24,0, 900
18:01:24,8464, 0
18:01:24,2916, 225
18:01:24,324, 64
18:01:24,0, 144
18:01:24,625, 0
18:01:24,0, 0
18:01:24,1936, 100
18:01:24,1521, 0
18:01:24,1296, 0
18:01:24,1764, 0
18:01:24,4624, 0
18:01:24,1764, 0
18:01:24,169, 0
18:01:24,324, 144
18:01:24,121, 144
18:01:24,81, 169
18:01:24,784, 169
18:01:24,1444, 121
18:01:24,324, 169
18:01:24,144, 256
18:01:24,64, 225
18:01:24,0, 225
18:01:24,625, 100
18:01:24,900, 0
18:01:24,676, 0
18:01:24,576, 0
18:01:24,1600, 0
18:01:24,10201, 81
18:01:24,12769, 256
18:01:24,14641, 484
18:01:24,625, 729
18:01:24,3600, 81
18:01:24,3600, 0
18:01:24,2304, 0
18:01:24,1225, 0
18:01:24,1444, 0
18:01:24,1444, 0
18:01:24,1024, 0
18:01:24,169, 0
18:01:24,64, 0
18:01:24,0, 0
18:01:24,1024, 0
18:01:24,441, 0
18:01:24,121, 0
18:01:24,1296, 100
18:01:24,4096, 121
18:01:24,8100, 400
18:01:24,225, 625
18:01:24,2116, 64
18:01:24,441, 0
