Timestamp,,Sensor1,Sensor2,,,,
18:51:05,14.904,36,49,,,,
18:51:05,14.912,9,1681,,,,
18:51:05,14.92,121,2601,,,,
18:51:05,14.928,484,1225,,,,
18:51:05,14.936,361,100,,,,
18:51:05,14.944,100,841,,,,
18:51:05,14.952,0,2916,,,,
18:51:05,14.96,121,400,,,,
18:51:05,14.968,121,196,,,,
18:51:05,14.976,0,0,,,,
18:51:05,14.984,9,225,,,,
18:51:05,14.992,4,16,,,,
18:51:05,15,4,4,,,,
18:51:05,15.008,81,0,,,,
18:51:05,15.016,1,256,,,,
18:51:05,15.024,0,144,,,,
18:51:05,15.032,49,4,,,,
18:51:05,15.04,0,0,,,,
18:51:05,15.048,9,36,,,,
18:51:05,15.056,9,49,,,,
18:51:05,15.064,1,324,,,,
18:51:05,15.072,16,1156,,,,
18:51:05,15.08,36,1521,,,,
18:51:05,15.088,49,900,,,,
18:51:05,15.096,100,49,,,,
18:51:05,15.104,25,9,,,,
18:51:05,15.112,1,289,,,,
18:51:05,15.12,4,1156,,,,
18:51:05,15.128,4,1444,,,,
18:51:05,15.136,100,196,,,,
18:51:05,15.144,64,441,,,,
18:51:05,15.152,4,81,,,,
18:51:05,15.16,25,121,,,,
18:51:05,15.168,0,4,,,,
18:51:05,15.176,16,16,,,,
18:51:05,15.184,16,324,,,,
18:51:05,15.192,25,2209,,,,
18:51:05,15.2,4,324,,,,
18:51:05,15.208,121,25,,,,
18:51:05,15.216,16,1,,,,
18:51:05,15.224,4,900,,,,
18:51:05,15.232,0,4624,,,,
18:51:05,15.24,289,2304,,,,
18:51:05,15.248,256,256,,,,
18:51:05,15.256,9,64,,,,
18:51:05,15.264,9,1296,,,,
18:51:05,15.272,289,3249,,,,
18:51:05,15.28,100,289,,,,
18:51:05,15.288,16,64,,,,
18:51:05,15.296,0,0,,,,
18:51:05,15.304,1,81,,,,
18:51:05,15.312,4,529,,,,
18:51:05,15.32,16,49,,,,
18:51:05,15.328,9,225,,,,
18:51:05,15.336,1,361,,,,
18:51:05,15.344,0,676,,,,
18:51:05,15.352,36,2209,,,,
18:51:05,15.36,196,2025,,,,
18:51:05,15.368,196,400,,,,
18:51:05,15.376,49,289,,,,
18:51:05,15.384,9,9,,,,
18:51:05,15.392,1,1089,,,,
18:51:05,15.4,16,784,,,,
18:51:05,15.408,100,196,,,,
18:51:05,15.416,25,25,,,,
18:51:05,15.424,49,289,,,,
18:51:06,15.432,16,100,,,,
18:51:06,15.44,0,36,,,,
18:51:06,15.448,0,49,,,,
18:51:06,15.456,0,576,,,,
18:51:06,15.464,1,9216,,,,
18:51:06,15.472,196,12769,,,,
18:51:06,15.48,1024,5184,,,,
18:51:06,15.488,625,9,,,,
18:51:06,15.496,36,961,,,,
18:51:06,15.504,9,1,,,,
18:51:06,15.512,4,4,,,,
18:51:06,15.52,169,196,,,,
18:51:06,15.528,16,121,,,,
18:51:06,15.536,1,576,,,,
18:51:06,15.544,81,225,,,,
18:51:06,15.552,1,900,,,,
18:51:06,15.56,36,324,,,,
18:51:06,15.568,0,1156,,,,
18:51:06,15.576,1,1764,,,,
18:51:06,15.584,36,169,,,,
18:51:06,15.592,0,1156,,,,
18:51:06,15.6,100,3364,,,,
18:51:06,15.608,64,1444,,,,
18:51:06,15.616,49,484,,,,
18:51:06,15.624,64,784,,,,
18:51:06,15.632,121,729,,,,
18:51:06,15.64,121,2401,,,,
18:51:06,15.648,64,3249,,,,
18:51:06,15.656,100,961,,,,
18:51:06,15.664,64,484,,,,
18:51:06,15.672,1,289,,,,
18:51:06,15.68,25,1444,,,,
18:51:06,15.688,81,3721,,,,
18:51:06,15.696,225,784,,,,
18:51:06,15.704,289,81,,,,
18:51:06,15.712,1,169,,,,
18:51:06,15.72,16,361,,,,
18:51:06,15.728,0,784,,,,
18:51:06,15.736,25,225,,,,
18:51:06,15.744,49,25,,,,
18:51:06,15.752,1,36,,,,
18:51:06,15.76,4,0,,,,
18:51:06,15.768,1,25,,,,
18:51:06,15.776,81,9,,,,
18:51:06,15.784,49,196,,,,
18:51:06,15.792,25,1296,,,,
18:51:06,15.8,36,3721,,,,
18:51:06,15.808,49,7056,,,,
18:51:06,15.816,225,6400,,,,
18:51:06,15.824,289,2025,,,,
18:51:06,15.832,144,1296,,,,
18:51:06,15.84,49,1521,,,,
18:51:06,15.848,100,1369,,,,
18:51:06,15.856,100,1369,,,,
18:51:06,15.864,100,729,,,,
18:51:06,15.872,225,16,,,,
18:51:06,15.88,49,2025,,,,
18:51:06,15.888,64,1936,,,,
18:51:06,15.896,121,1024,,,,
18:51:06,15.904,36,784,,,,
18:51:06,15.912,49,196,,,,
18:51:06,15.92,9,441,,,,
18:51:06,15.928,81,2704,,,,
18:51:06,15.936,144,1225,,,,
18:51:06,15.944,49,121,,,,
18:51:06,15.952,4,81,,,,
18:51:06,15.96,4,400,,,,
18:51:06,15.968,4,3136,,,,
18:51:06,15.976,25,784,,,,
18:51:06,15.984,49,256,,,,
18:51:06,15.992,4,576,,,,
18:51:06,16,1,784,,,,
18:51:06,16.008,0,841,,,,
18:51:06,16.016,100,256,,,,
18:51:06,16.024,121,169,,,,
18:51:06,16.032,36,625,,,,
18:51:06,16.04,196,961,,,,
18:51:06,16.048,225,1156,,,,
18:51:06,16.056,16,361,,,,
18:51:06,16.064,0,484,,,,
18:51:06,16.072,1,1444,,,,
18:51:06,16.08,1,1156,,,,
18:51:06,16.088,49,196,,,,
18:51:06,16.096,100,144,,,,
18:51:06,16.104,9,121,,,,
18:51:06,16.112,144,4,,,,
18:51:06,16.12,9,625,,,,
18:51:06,16.128,9,2500,,,,
18:51:06,16.136,121,961,,,,
18:51:06,16.144,81,36,,,,
18:51:06,16.152,49,900,,,,
18:51:06,16.16,100,900,,,,
18:51:06,16.168,36,16,,,,
18:51:06,16.176,4,1,,,,
18:51:06,16.184,4,16,,,,
18:51:06,16.192,1,1,,,,
18:51:06,16.2,4,25,,,,
18:51:06,16.208,1,0,,,,
18:51:06,16.216,16,841,,,,
18:51:06,16.224,49,1764,,,,
18:51:06,16.232,324,144,,,,
18:51:06,16.24,289,441,,,,
18:51:06,16.248,1,81,,,,
18:51:06,16.256,16,625,,,,
18:51:06,16.264,25,841,,,,
18:51:06,16.272,49,196,,,,
18:51:06,16.28,49,169,,,,
18:51:07,16.288,64,144,,,,
18:51:07,16.296,81,36,,,,
18:51:07,16.304,49,289,,,,
18:51:07,16.312,4,361,,,,
18:51:07,16.32,196,36,,,,
18:51:07,16.328,1,16,,,,
18:51:07,16.336,324,1,,,,
18:51:07,16.344,196,1,,,,
18:51:07,16.352,169,81,,,,
18:51:07,16.36,81,1225,,,,
18:51:07,16.368,0,841,,,,
18:51:07,16.376,9,529,,,,
18:51:07,16.384,64,36,,,,
18:51:07,16.392,100,289,,,,
18:51:07,16.4,0,196,,,,
18:51:07,16.408,100,36,,,,
18:51:07,16.416,1,576,,,,
18:51:07,16.424,225,100,,,,
18:51:07,16.432,256,121,,,,
18:51:07,16.44,4,0,,,,
18:51:07,16.448,4,81,,,,
18:51:07,16.456,64,4,,,,
18:51:07,16.464,16,289,,,,
18:51:07,16.472,16,121,,,,
18:51:07,16.48,64,36,,,,
18:51:07,16.488,49,256,,,,
18:51:07,16.496,0,289,,,,
18:51:07,16.504,25,625,,,,
18:51:07,16.512,4,121,,,,
18:51:07,16.52,1,961,,,,
18:51:07,16.528,25,1849,,,,
18:51:07,16.536,25,441,,,,
18:51:07,16.544,0,81,,,,
18:51:07,16.552,9,841,,,,
18:51:07,16.56,36,676,,,,
18:51:07,16.568,64,400,,,,
18:51:07,16.576,25,100,,,,
18:51:07,16.584,1,2500,,,,
18:51:07,16.592,400,1156,,,,
18:51:07,16.6,676,1,,,,
18:51:07,16.608,0,36,,,,
18:51:07,16.616,9,81,,,,
18:51:07,16.624,16,961,,,,
18:51:07,16.632,25,1369,,,,
18:51:07,16.64,81,625,,,,
18:51:07,16.648,121,100,,,,
18:51:07,16.656,36,9,,,,
18:51:07,16.664,1,625,,,,
18:51:07,16.672,100,900,,,,
18:51:07,16.68,144,729,,,,
18:51:07,16.688,64,841,,,,
18:51:07,16.696,4,9,,,,
18:51:07,16.704,0,3025,,,,
18:51:07,16.712,81,4225,,,,
18:51:07,16.72,441,4900,,,,
18:51:07,16.728,441,4096,,,,
18:51:07,16.736,441,576,,,,
18:51:07,16.744,81,729,,,,
18:51:07,16.752,81,2704,,,,
18:51:07,16.76,4,2401,,,,
18:51:07,16.768,169,1521,,,,
18:51:07,16.776,36,900,,,,
18:51:07,16.784,4,225,,,,
18:51:07,16.792,4,25,,,,
18:51:07,16.8,36,484,,,,
18:51:07,16.808,49,1444,,,,
18:51:07,16.816,9,841,,,,
18:51:07,16.824,25,100,,,,
18:51:07,16.832,9,49,,,,
18:51:07,16.84,36,49,,,,
18:51:07,16.848,36,169,,,,
18:51:07,16.856,1,2304,,,,
18:51:07,16.864,25,1764,,,,
18:51:07,16.872,196,36,,,,
18:51:07,16.88,64,1225,,,,
18:51:07,16.888,16,1521,,,,
18:51:07,16.896,36,729,,,,
18:51:07,16.904,64,144,,,,
18:51:07,16.912,36,2025,,,,
18:51:07,16.92,0,2809,,,,
18:51:07,16.928,49,4096,,,,
18:51:07,16.936,256,4096,,,,
18:51:07,16.944,441,729,,,,
18:51:07,16.952,256,196,,,,
18:51:07,16.96,64,484,,,,
18:51:07,16.968,196,64,,,,
18:51:07,16.976,64,1521,,,,
18:51:07,16.984,25,6889,,,,
18:51:07,16.992,196,4761,,,,
18:51:07,17,729,289,,,,
18:51:07,17.008,49,441,,,,
18:51:07,17.016,1,49,,,,
18:51:07,17.024,36,529,,,,
18:51:07,17.032,1,81,,,,
18:51:07,17.04,0,1849,,,,
18:51:07,17.048,36,3481,,,,
18:51:07,17.056,256,484,,,,
18:51:07,17.064,169,484,,,,
18:51:07,17.072,1,1296,,,,
18:51:07,17.08,81,400,,,,
18:51:07,17.088,49,9,,,,
18:51:07,17.096,16,625,,,,
18:51:07,17.104,9,2209,,,,
18:51:07,17.112,16,576,,,,
18:51:07,17.12,49,1,,,,
18:51:07,17.128,4,1024,,,,
18:51:07,17.136,25,961,,,,
18:51:07,17.144,225,441,,,,
18:51:08,17.152,25,144,,,,
18:51:08,17.16,121,196,,,,
18:51:08,17.168,1,4,,,,
18:51:08,17.176,16,16,,,,
18:51:08,17.184,64,144,,,,
18:51:08,17.192,25,1,,,,
18:51:08,17.2,0,225,,,,
18:51:08,17.208,1,25,,,,
18:51:08,17.216,4,841,,,,
18:51:08,17.224,4,2916,,,,
18:51:08,17.232,81,3844,,,,
18:51:08,17.24,144,484,,,,
18:51:08,17.248,64,36,,,,
18:51:08,17.256,1,676,,,,
18:51:08,17.264,0,3136,,,,
18:51:08,17.272,81,1521,,,,
18:51:08,17.28,49,36,,,,
18:51:08,17.288,1,441,,,,
18:51:08,17.296,9,841,,,,
18:51:08,17.304,25,3721,,,,
18:51:08,17.312,81,2209,,,,
18:51:08,17.32,100,484,,,,
18:51:08,17.328,9,2809,,,,
18:51:08,17.336,169,121,,,,
18:51:08,17.344,64,289,,,,
18:51:08,17.352,1,1,,,,
18:51:08,17.36,0,1,,,,
18:51:08,17.368,0,576,,,,
18:51:08,17.376,49,1681,,,,
18:51:08,17.384,9,361,,,,
18:51:08,17.392,25,16,,,,
18:51:08,17.4,64,16,,,,
18:51:08,17.408,121,1600,,,,
18:51:08,17.416,121,2916,,,,
18:51:08,17.424,144,169,,,,
18:51:08,17.432,16,1089,,,,
18:51:08,17.44,81,1936,,,,
18:51:08,17.448,64,484,,,,
18:51:08,17.456,0,36,,,,
18:51:08,17.464,9,1156,,,,
18:51:08,17.472,4,2209,,,,
18:51:08,17.48,49,100,,,,
18:51:08,17.488,81,4225,,,,
18:51:08,17.496,25,3025,,,,
18:51:08,17.504,121,676,,,,
18:51:08,17.512,4,25,,,,
18:51:08,17.52,1,4,,,,
18:51:08,17.528,0,196,,,,
18:51:08,17.536,9,441,,,,
18:51:08,17.544,16,196,,,,
18:51:08,17.552,25,0,,,,
18:51:08,17.56,16,225,,,,
18:51:08,17.568,36,529,,,,
18:51:08,17.576,4,3844,,,,
18:51:08,17.584,36,2116,,,,
18:51:08,17.592,49,1444,,,,
18:51:08,17.6,49,361,,,,
18:51:08,17.608,144,81,,,,
18:51:08,17.616,16,576,,,,
18:51:08,17.624,1,529,,,,
18:51:08,17.632,49,576,,,,
18:51:08,17.64,36,64,,,,
18:51:08,17.648,1,361,,,,
18:51:08,17.656,1,400,,,,
18:51:08,17.664,25,36,,,,
18:51:08,17.672,4,36,,,,
18:51:08,17.68,1,100,,,,
18:51:08,17.688,4,9,,,,
18:51:08,17.696,16,400,,,,
18:51:08,17.704,9,289,,,,
18:51:08,17.712,9,36,,,,
18:51:08,17.72,25,9,,,,
18:51:08,17.728,16,25,,,,
18:51:08,17.736,4,256,,,,
18:51:08,17.744,1,256,,,,
18:51:08,17.752,16,100,,,,
18:51:08,17.76,4,36,,,,
18:51:08,17.768,1,121,,,,
18:51:08,17.776,16,81,,,,
18:51:08,17.784,16,4,,,,
18:51:08,17.792,9,256,,,,
18:51:08,17.8,0,289,,,,
18:51:08,17.808,9,361,,,,
18:51:08,17.816,16,676,,,,
18:51:08,17.824,49,400,,,,
18:51:08,17.832,144,576,,,,
18:51:08,17.84,100,1369,,,,
18:51:08,17.848,121,841,,,,
18:51:08,17.856,196,81,,,,
18:51:08,17.864,49,16,,,,
18:51:08,17.872,1,169,,,,
18:51:08,17.88,9,4,,,,
18:51:08,17.888,4,625,,,,
18:51:08,17.896,9,441,,,,
18:51:08,17.904,64,289,,,,
18:51:08,17.912,25,576,,,,
18:51:08,17.92,25,441,,,,
18:51:08,17.928,49,0,,,,
18:51:08,17.936,16,225,,,,
18:51:08,17.944,0,25,,,,
18:51:08,17.952,9,4,,,,
18:51:08,17.96,1,256,,,,
18:51:08,17.968,81,2601,,,,
18:51:08,17.976,225,3249,,,,
18:51:08,17.984,225,2116,,,,
18:51:08,17.992,225,784,,,,
18:51:08,18,144,0,,,,
18:51:08,18.008,1,9,,,,
18:51:08,18.016,64,9,,,,
18:51:08,18.024,25,81,,,,
18:51:08,18.032,0,100,,,,
18:51:08,18.04,1,100,,,,
18:51:08,18.048,1,36,,,,
18:51:08,18.056,0,900,,,,
18:51:09,18.064,9,81,,,,
18:51:09,18.072,49,1024,,,,
18:51:09,18.08,0,1444,,,,
18:51:09,18.088,64,1,,,,
18:51:09,18.096,1,841,,,,
18:51:09,18.104,25,121,,,,
18:51:09,18.112,25,36,,,,
18:51:09,18.12,1,289,,,,
18:51:09,18.128,1,2704,,,,
18:51:09,18.136,36,1681,,,,
18:51:09,18.144,100,16,,,,
18:51:09,18.152,36,0,,,,
18:51:09,18.16,9,169,,,,
18:51:09,18.168,4,625,,,,
18:51:09,18.176,144,121,,,,
18:51:09,18.184,81,4,,,,
18:51:09,18.192,0,100,,,,
18:51:09,18.2,9,16,,,,
18:51:09,18.208,1,0,,,,
18:51:09,18.216,1,1024,,,,
18:51:09,18.224,25,2809,,,,
18:51:09,18.232,196,484,,,,
18:51:09,18.24,169,81,,,,
18:51:09,18.248,4,289,,,,
18:51:09,18.256,36,49,,,,
18:51:09,18.264,4,196,,,,
18:51:09,18.272,144,361,,,,
18:51:09,18.28,196,225,,,,
18:51:09,18.288,100,144,,,,
18:51:09,18.296,16,4,,,,
18:51:09,18.304,0,196,,,,
18:51:09,18.312,4,324,,,,
18:51:09,18.32,16,400,,,,
18:51:09,18.328,9,144,,,,
18:51:09,18.336,1,1,,,,
18:51:09,18.344,1,169,,,,
18:51:09,18.352,36,289,,,,
18:51:09,18.36,16,225,,,,
18:51:09,18.368,16,0,,,,
18:51:09,18.376,4,324,,,,
18:51:09,18.384,16,256,,,,
18:51:09,18.392,49,16,,,,
18:51:09,18.4,25,36,,,,
18:51:09,18.408,25,225,,,,
18:51:09,18.416,49,484,,,,
18:51:09,18.424,64,361,,,,
18:51:09,18.432,49,16,,,,
18:51:09,18.44,16,64,,,,
18:51:09,18.448,1,289,,,,
18:51:09,18.456,9,576,,,,
18:51:09,18.464,4,361,,,,
18:51:09,18.472,16,36,,,,
18:51:09,18.48,9,1,,,,
18:51:09,18.488,0,4,,,,
18:51:09,18.496,9,121,,,,
18:51:09,18.504,4,841,,,,
18:51:09,18.512,4,900,,,,
18:51:09,18.52,36,196,,,,
18:51:09,18.528,36,961,,,,
18:51:09,18.536,64,2401,,,,
18:51:09,18.544,289,784,,,,
18:51:09,18.552,121,0,,,,
18:51:09,18.56,0,256,,,,
18:51:09,18.568,1,81,,,,
18:51:09,18.576,0,36,,,,
18:51:09,18.584,4,0,,,,
18:51:09,18.592,4,196,,,,
18:51:09,18.6,100,100,,,,
18:51:09,18.608,121,81,,,,
18:51:09,18.616,64,400,,,,
18:51:09,18.624,121,3136,,,,
18:51:09,18.632,324,5929,,,,
18:51:09,18.64,576,784,,,,
18:51:09,18.648,484,144,,,,
18:51:09,18.656,36,256,,,,
18:51:09,18.664,36,100,,,,
18:51:09,18.672,25,0,,,,
18:51:09,18.68,0,100,,,,
18:51:09,18.688,49,25,,,,
18:51:09,18.696,64,49,,,,
18:51:09,18.704,4,0,,,,
18:51:09,18.712,25,81,,,,
18:51:09,18.72,0,729,,,,
18:51:09,18.728,4,225,,,,
18:51:09,18.736,16,1681,,,,
18:51:09,18.744,9,3721,,,,
18:51:09,18.752,225,676,,,,
18:51:09,18.76,100,81,,,,
18:51:09,18.768,4,196,,,,
18:51:09,18.776,25,169,,,,
18:51:09,18.784,9,400,,,,
18:51:09,18.792,49,625,,,,
18:51:09,18.8,64,1024,,,,
18:51:09,18.808,25,784,,,,
18:51:09,18.816,49,121,,,,
18:51:09,18.824,64,9,,,,
18:51:09,18.832,4,256,,,,
18:51:09,18.84,9,576,,,,
18:51:09,18.848,25,1,,,,
18:51:09,18.856,9,225,,,,
18:51:09,18.864,25,121,,,,
18:51:09,18.872,64,169,,,,
18:51:09,18.88,16,900,,,,
18:51:09,18.888,25,1849,,,,
18:51:09,18.896,144,484,,,,
18:51:09,18.904,36,169,,,,
18:51:09,18.912,4,1369,,,,
18:51:09,18.92,49,2025,,,,
18:51:09,18.928,225,144,,,,
18:51:09,18.936,256,100,,,,
18:51:09,18.944,25,36,,,,
18:51:09,18.952,4,961,,,,
18:51:09,18.96,1,1681,,,,
18:51:10,18.968,100,1600,,,,
18:51:10,18.976,144,2116,,,,
18:51:10,18.984,49,484,,,,
18:51:10,18.992,64,100,,,,
18:51:10,19,4,676,,,,
18:51:10,19.008,144,100,,,,
18:51:10,19.016,4,400,,,,
18:51:10,19.024,9,729,,,,
18:51:10,19.032,4,9,,,,
18:51:10,19.04,0,625,,,,
18:51:10,19.048,1,36,,,,
18:51:10,19.056,0,1764,,,,
18:51:10,19.064,25,625,,,,
18:51:10,19.072,49,1,,,,
18:51:10,19.08,1,64,,,,
18:51:10,19.088,9,529,,,,
18:51:10,19.096,4,2601,,,,
18:51:10,19.104,100,2401,,,,
18:51:10,19.112,196,324,,,,
18:51:10,19.12,25,4,,,,
18:51:10,19.128,4,0,,,,
18:51:10,19.136,4,4,,,,
18:51:10,19.144,0,64,,,,
18:51:10,19.152,0,81,,,,
18:51:10,19.16,25,100,,,,
18:51:10,19.168,25,256,,,,
18:51:10,19.176,9,361,,,,
18:51:10,19.184,36,144,,,,
18:51:10,19.192,9,0,,,,
18:51:10,19.2,16,289,,,,
18:51:10,19.208,25,1089,,,,
18:51:10,19.216,49,324,,,,
18:51:10,19.224,64,169,,,,
18:51:10,19.232,16,676,,,,
18:51:10,19.24,16,1,,,,
18:51:10,19.248,25,1156,,,,
18:51:10,19.256,36,1764,,,,
18:51:10,19.264,144,3721,,,,
18:51:10,19.272,144,7744,,,,
18:51:10,19.28,441,7225,,,,
18:51:10,19.288,676,1024,,,,
18:51:10,19.296,144,144,,,,
18:51:10,19.304,100,64,,,,
18:51:10,19.312,361,0,,,,
18:51:10,19.32,100,784,,,,
18:51:10,19.328,64,2809,,,,
18:51:10,19.336,81,2704,,,,
18:51:10,19.344,81,2025,,,,
18:51:10,19.352,169,1225,,,,
18:51:10,19.36,144,1024,,,,
18:51:10,19.368,49,361,,,,
18:51:10,19.376,64,4,,,,
18:51:10,19.384,25,64,,,,
18:51:10,19.392,0,9,,,,
18:51:10,19.4,4,144,,,,
18:51:10,19.408,0,1,,,,
18:51:10,19.416,25,361,,,,
18:51:10,19.424,1,49,,,,
18:51:10,19.432,16,36,,,,
18:51:10,19.44,4,100,,,,
18:51:10,19.448,16,25,,,,
18:51:10,19.456,0,4,,,,
18:51:10,19.464,0,9,,,,
18:51:10,19.472,1,0,,,,
18:51:10,19.48,4,0,,,,
18:51:10,19.488,0,0,,,,
18:51:10,19.496,1,4,,,,
18:51:10,19.504,0,4,,,,
18:51:10,19.512,0,81,,,,
18:51:10,19.52,4,484,,,,
18:51:10,19.528,4,81,,,,
18:51:10,19.536,49,9,,,,
18:51:10,19.544,4,1,,,,
18:51:10,19.552,0,0,,,,
18:51:10,19.56,4,0,,,,
18:51:10,19.568,1,49,,,,
18:51:10,19.576,25,121,,,,
18:51:10,19.584,9,16,,,,
18:51:10,19.592,4,1,,,,
18:51:10,19.6,1,0,,,,
18:51:10,19.608,1,0,,,,
18:51:10,19.616,4,4,,,,
18:51:10,19.624,0,0,,,,
18:51:10,19.632,0,0,,,,
18:51:10,19.64,4,9,,,,
18:51:10,19.648,0,16,,,,
18:51:10,19.656,1,1,,,,
18:51:10,19.664,1,1,,,,
18:51:10,19.672,1,1,,,,
18:51:10,19.68,4,0,,,,
18:51:10,19.688,0,1,,,,
18:51:10,19.696,1,0,,,,
18:51:10,19.704,1,0,,,,
18:51:10,19.712,0,0,,,,
18:51:10,19.72,1,0,,,,
18:51:10,19.728,1,1,,,,
18:51:10,19.736,1,256,,,,
18:51:10,19.744,0,729,,,,
18:51:10,19.752,16,196,,,,
18:51:10,19.76,25,0,,,,
18:51:10,19.768,1,25,,,,
18:51:10,19.776,0,36,,,,
18:51:10,19.784,1,0,,,,
18:51:10,19.792,4,0,,,,
18:51:10,19.8,0,1,,,,
18:51:10,19.808,4,1,,,,
18:51:10,19.816,0,9,,,,
18:51:10,19.824,0,1,,,,
18:51:10,19.832,1,100,,,,
18:51:10,19.84,1,256,,,,
18:51:10,19.848,4,64,,,,
18:51:10,19.856,1,4,,,,
18:51:10,19.864,0,1,,,,
18:51:10,19.872,0,4,,,,
18:51:10,19.88,1,0,,,,
18:51:10,19.888,4,0,,,,
18:51:10,19.896,0,9,,,,
18:51:10,19.904,0,25,,,,
18:51:10,19.912,1,4,,,,
18:51:10,19.92,9,4,,,,
18:51:10,19.928,1,0,,,,
18:51:10,19.936,0,0,,,,
18:51:10,19.944,1,1,,,,
18:51:10,19.952,1,1,,,,
18:51:10,19.96,0,1,,,,
18:51:10,19.968,0,64,,,,
18:51:10,19.976,1,144,,,,
18:51:10,19.984,9,25,,,,
18:51:11,19.992,0,4,,,,
18:51:11,20,4,16,,,,
18:51:11,20.008,0,4,,,,
18:51:11,20.016,0,0,,,,
18:51:11,20.024,0,1,,,,
18:51:11,20.032,0,9,,,,
18:51:11,20.04,0,4,,,,
18:51:11,20.048,0,0,,,,
18:51:11,20.056,0,1,,,,
18:51:11,20.064,0,16,,,,
18:51:11,20.072,0,121,,,,
18:51:11,20.08,9,25,,,,
18:51:11,20.088,9,0,,,,
18:51:11,20.096,0,1,,,,
18:51:11,20.104,0,1,,,,
18:51:11,20.112,0,25,,,,
18:51:11,20.12,0,16,,,,
18:51:11,20.128,1,0,,,,
18:51:11,20.136,1,4,,,,
18:51:11,20.144,0,4,,,,
18:51:11,20.152,4,1,,,,
18:51:11,20.16,0,1,,,,
18:51:11,20.168,0,1,,,,
18:51:11,20.176,1,0,,,,
18:51:11,20.184,0,9,,,,
18:51:11,20.192,9,0,,,,
18:51:11,20.2,4,64,,,,
18:51:11,20.208,0,100,,,,
18:51:11,20.216,0,0,,,,
18:51:11,20.224,0,9,,,,
18:51:11,20.232,0,0,,,,
18:51:11,20.24,0,9,,,,
18:51:11,20.248,1,1,,,,
18:51:11,20.256,1,1,,,,
18:51:11,20.264,1,1,,,,
18:51:11,20.272,0,9,,,,
18:51:11,20.28,0,36,,,,
18:51:11,20.288,1,36,,,,
18:51:11,20.296,9,9,,,,
18:51:11,20.304,4,1,,,,
18:51:11,20.312,0,9,,,,
18:51:11,20.32,0,0,,,,
18:51:11,20.328,0,4,,,,
18:51:11,20.336,1,1,,,,
18:51:11,20.344,4,16,,,,
18:51:11,20.352,1,9,,,,
18:51:11,20.36,0,1,,,,
18:51:11,20.368,0,1,,,,
18:51:11,20.376,0,16,,,,
18:51:11,20.384,0,25,,,,
18:51:11,20.392,4,16,,,,
18:51:11,20.4,4,1,,,,
18:51:11,20.408,0,0,,,,
18:51:11,20.416,0,1,,,,
18:51:11,20.424,1,0,,,,
18:51:11,20.432,1,1,,,,
18:51:11,20.44,1,1,,,,
18:51:11,20.448,0,4,,,,
18:51:11,20.456,1,0,,,,
18:51:11,20.464,1,16,,,,
18:51:11,20.472,0,64,,,,
18:51:11,20.48,4,36,,,,
18:51:11,20.488,4,1,,,,
18:51:11,20.496,0,25,,,,
18:51:11,20.504,0,121,,,,
18:51:11,20.512,16,49,,,,
18:51:11,20.52,16,1,,,,
18:51:11,20.528,4,4,,,,
18:51:11,20.536,0,4,,,,
18:51:11,20.544,0,0,,,,
18:51:11,20.552,1,25,,,,
18:51:11,20.56,0,1,,,,
18:51:11,20.568,1,49,,,,
18:51:11,20.576,4,100,,,,
18:51:11,20.584,16,49,,,,
18:51:11,20.592,0,529,,,,
18:51:11,20.6,4,36,,,,
18:51:11,20.608,1,0,,,,
18:51:11,20.616,0,36,,,,
18:51:11,20.624,9,16,,,,
18:51:11,20.632,9,1,,,,
18:51:11,20.64,1,9,,,,
18:51:11,20.648,0,64,,,,
18:51:11,20.656,9,1,,,,
18:51:11,20.664,0,121,,,,
18:51:11,20.672,4,256,,,,
18:51:11,20.68,9,100,,,,
18:51:11,20.688,9,25,,,,
18:51:11,20.696,9,16,,,,
18:51:11,20.704,0,16,,,,
18:51:11,20.712,0,36,,,,
18:51:11,20.72,0,1,,,,
18:51:11,20.728,4,0,,,,
18:51:11,20.736,0,225,,,,
18:51:11,20.744,0,484,,,,
18:51:11,20.752,25,441,,,,
18:51:11,20.76,9,100,,,,
18:51:11,20.768,4,1,,,,
18:51:11,20.776,0,1,,,,
18:51:11,20.784,4,64,,,,
18:51:11,20.792,4,49,,,,
18:51:11,20.8,16,100,,,,
18:51:11,20.808,1,324,,,,
18:51:11,20.816,36,64,,,,
18:51:11,20.824,4,16,,,,
18:51:11,20.832,4,36,,,,
18:51:11,20.84,9,0,,,,
18:51:11,20.848,0,0,,,,
18:51:11,20.856,0,0,,,,
18:51:11,20.864,1,0,,,,
18:51:11,20.872,1,169,,,,
18:51:11,20.88,0,1024,,,,
18:51:11,20.888,9,625,,,,
18:51:11,20.896,64,4,,,,
18:51:11,20.904,4,256,,,,
18:51:11,20.912,16,289,,,,
18:51:11,20.92,16,25,,,,
18:51:11,20.928,9,0,,,,
18:51:11,20.936,0,1,,,,
18:51:11,20.944,4,225,,,,
18:51:11,20.952,1,841,,,,
18:51:11,20.96,36,529,,,,
18:51:11,20.968,25,144,,,,
18:51:11,20.976,9,49,,,,
18:51:11,20.984,1,64,,,,
18:51:11,20.992,1,9,,,,
18:51:11,21,0,81,,,,
18:51:11,21.008,0,36,,,,
18:51:11,21.016,0,36,,,,
18:51:11,21.024,0,196,,,,
18:51:11,21.032,4,49,,,,
18:51:11,21.04,4,16,,,,
18:51:11,21.048,0,16,,,,
