Timestamp,Sensor1,Sensor2
19:26:52,0 4
19:26:52,4, 9
19:26:52,1, 0
19:26:52,1, 49
19:26:52,0, 25
19:26:52,9, 0
19:26:52,1, 0
19:26:52,361
19:26:52,9, 121
19:26:52,9, 1
19:26:52,1, 16
19:26:52,0, 16
19:26:52,1, 1
19:26:52,0, 4
19:26:52,0, 4
19:26:52,0, 16
19:26:52,1, 36
19:26:52,4, 25
19:26:52,9, 9
19:26:52,4, 4
19:26:52,1, 4
19:26:52,4, 9
19:26:52,1, 0
19:26:52,1, 49
19:26:52,0, 25
19:26:52,9, 0
19:26:52,1, 0
19:26:52,061
19:26:52,9, 121
19:26:52,9, 1
19:26:52,1, 16
19:26:52,0, 16
19:26:52,1, 1
19:26:52,0, 4
19:26:52,0, 4
19:26:52,0, 16
19:26:52,1, 36
19:26:52,4, 25
19:26:52,9, 9
19:26:52,4, 4
19:26:52,1, 4
19:26:52,4, 9
19:26:52,1, 0
19:26:52,1, 49
19:26:52,0, 25
19:26:52,9, 0
19:26:52,1, 0
19:26:52,010816, 8836
19:26:52,9216, 3364
19:26:52,400, 169
19:26:52,64, 100
19:26:52,324, 484
19:26:52,441, 100
19:26:52,9, 64
19:26:52,100, 144
19:26:52,64, 9
19:26:52,9, 49
19:26:52,9, 16
19:26:52,4, 25
19:26:52,64, 36
19:26:52,25, 0
19:26:52,9, 9
19:26:52,25, 16
19:26:52,0, 16
19:26:52,9, 4
19:26:52,1, 0
19:26:52,1, 4
19:26:52,0, 9
19:26:52,4, 9
19:26:52,4, 0
19:26:52,1, 0
19:26:52,1, 9
19:26:52,1, 0
19:26:52,16, 4
19:26:52,0, 0
19:26:52,16, 0
19:26:52,16, 1
19:26:52,4, 1
19:26:52,25, 0
19:26:52,9, 1
19:26:52,4, 0
19:26:52,36, 0
19:26:52,36, 1
19:26:52,25, 0
19:26:52,36, 0
19:26:52,25, 0
19:26:52,9, 0
19:26:52,4, 0
19:26:52,0, 0
19:26:52,0, 1
19:26:52,0, 1
19:26:52,0, 0
19:26:52,4, 1
19:26:52,9, 1
19:26:52,4, 0
19:26:52,0, 1
19:26:52,0, 4
19:26:52,0, 4
19:26:52,9, 4
19:26:52,36, 1
19:26:52,16, 1
19:26:52,0, 1
19:26:52,1, 1
19:26:52,0, 1
19:26:52,0, 1
19:26:52,1, 1
19:26:52,1, 0
19:26:52,0, 1
19:26:52,0, 1
19:26:52,0, 1
19:26:52,4, 0
19:26:52,4, 0
19:26:52,1, 1
19:26:52,0, 0
19:26:52,1, 4
19:26:52,1, 1
19:26:52,1, 0
19:26:52,0, 0
19:26:52,1, 0
19:26:52,36, 0
19:26:52,25, 4
19:26:52,0, 4
19:26:52,1, 0
19:26:52,0, 1
19:26:52,0, 4
19:26:52,0, 1
19:26:52,4, 0
19:26:52,100, 1
19:26:52,225, 0
19:26:52,121, 0
19:26:52,16, 1
19:26:52,16, 1
19:26:52,9, 1
19:26:52,0, 0
19:26:52,1, 0
