Timestamp,Sensor1,Sensor2
19:39:53,10816, 8836
19:39:53,9216, 3364
19:39:53,441, 169
19:39:53,100, 121
19:39:53,324, 441
19:39:53,289, 100
19:39:53,0, 64
19:39:53,144, 169
19:39:53,100, 4
19:39:53,16, 49
19:39:53,49, 16
19:39:53,1, 36
19:39:53,36, 25
19:39:53,25, 1
19:39:53,9, 36
19:39:53,16, 4
19:39:53,0, 1
19:39:53,9, 9
19:39:53,4, 0
19:39:53,1, 4
19:39:53,9, 4
19:39:53,0, 1
19:39:53,4, 9
19:39:53,0, 0
19:39:53,0, 9
19:39:53,1, 0
19:39:53,0, 0
19:39:53,1, 0
19:39:53,1, 4
19:39:53,1, 0
19:39:53,1, 1
19:39:53,1, 1
19:39:53,0, 4
19:39:53,0, 1
19:39:53,1, 1
19:39:53,0, 0
19:39:53,0, 1
19:39:53,1, 0
19:39:53,1, 0
19:39:53,1, 1
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,1, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,1, 0
19:39:53,0, 0
19:39:53,0, 1
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:53,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,1, 1
19:39:54,4, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,1, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,1, 0
19:39:54,1, 1
19:39:54,1, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 1
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,1, 1
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 1
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 1
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,1, 0
19:39:54,1, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:54,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 1
19:39:55,1, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 1
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,1, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 1
19:39:55,0, 1
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:55,0, 0
19:39:56,0, 0
